Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
MO_202.bin.21	k__Bacteria (UID203)	5449	102	56	6.25	0.00	0.00	146162	4190	477	477	404	396	306	297	1393	1334	36.0	7.82	-100.00	-1	-1	97	5	0	0	0	0
MO_202.bin.22	c__Deltaproteobacteria (UID3216)	83	247	155	10.15	0.00	0.00	195726	7019	621	621	406	394	315	303	1762	1672	38.4	3.54	-100.00	-1	-1	209	38	0	0	0	0
MO_202.bin.23	c__Alphaproteobacteria (UID3305)	564	349	230	98.26	4.06	23.08	1513350	34738	4778	4778	387	378	316	309	3288	3137	36.1	5.06	-100.00	-1	-1	5	333	10	1	0	0
MO_202.bin.24	c__Deltaproteobacteria (UID3216)	83	247	155	75.35	0.16	0.00	1053427	38595	3529	3529	385	372	298	287	2410	2300	37.6	5.86	-100.00	-1	-1	49	197	1	0	0	0
MO_202.bin.25	c__Deltaproteobacteria (UID3216)	83	247	155	81.29	0.65	0.00	1214564	36748	3882	3882	402	390	312	303	2425	2301	36.2	5.06	-100.00	-1	-1	40	206	1	0	0	0
MO_202.bin.26	c__Alphaproteobacteria (UID3305)	564	349	230	86.59	22.89	87.95	1620476	36123	5348	5348	373	365	303	296	2222	2107	35.9	5.71	-100.00	-1	-1	39	231	77	2	0	0
MO_202.bin.27	k__Bacteria (UID203)	5449	104	58	0.78	0.31	0.00	91641	5104	444	444	283	267	206	194	1550	1447	41.3	5.76	-100.00	-1	-1	99	3	2	0	0	0
MO_202.bin.28	k__Bacteria (UID203)	5449	104	58	14.66	0.00	0.00	214139	8840	780	780	348	337	274	263	1319	1257	36.4	3.79	-100.00	-1	-1	92	12	0	0	0	0
MO_202.bin.3	root (UID1)	5656	56	24	0.00	0.00	0.00	458600	8636	1406	1406	403	395	326	320	1758	1738	37.4	4.06	-100.00	-1	-1	56	0	0	0	0	0
MO_202.bin.4	k__Bacteria (UID203)	5449	104	58	11.55	0.00	0.00	201305	5111	732	732	345	335	275	268	1085	1042	34.6	3.95	-100.00	-1	-1	95	9	0	0	0	0
MO_202.bin.5	k__Bacteria (UID203)	5449	104	58	22.41	0.00	0.00	353386	8509	1176	1176	373	364	300	293	1480	1462	36.3	5.47	-100.00	-1	-1	89	15	0	0	0	0
MO_202.bin.6	c__Deltaproteobacteria (UID3216)	83	247	155	44.24	0.16	0.00	561436	21585	1882	1882	378	363	298	286	1771	1711	37.5	5.62	-100.00	-1	-1	145	101	1	0	0	0
MO_202.bin.7	k__Bacteria (UID203)	5449	104	58	33.62	0.00	0.00	856922	19201	2854	2854	366	356	300	293	1616	1575	35.9	4.84	-100.00	-1	-1	82	22	0	0	0	0
MO_202.bin.8	p__Cyanobacteria (UID2192)	79	584	458	51.24	0.87	0.00	1060545	47814	4011	4011	382	365	264	252	2456	2301	36.1	4.90	-100.00	-1	-1	262	319	2	1	0	0
MO_202.bin.9	p__Cyanobacteria (UID2192)	79	584	458	46.41	0.36	66.67	1120104	59219	3744	3744	433	410	299	283	2497	2181	37.6	6.25	-100.00	-1	-1	307	274	3	0	0	0
MO_207.bin.1	k__Bacteria (UID1453)	901	171	117	16.86	0.85	0.00	127468	2637	421	421	364	357	302	296	1505	1476	34.8	7.07	-100.00	-1	-1	125	45	1	0	0	0
MO_207.bin.10	p__Cyanobacteria (UID2192)	79	584	458	78.76	1.31	33.33	1486702	77238	4903	4903	437	415	303	287	3425	3169	37.6	5.62	-100.00	-1	-1	116	462	6	0	0	0
MO_207.bin.11	k__Bacteria (UID1453)	901	171	117	87.65	63.25	20.37	1591114	38056	5176	5176	378	370	307	300	3258	3060	35.0	6.92	-100.00	-1	-1	37	64	57	9	4	0
MO_207.bin.12	root (UID1)	5656	56	24	0.00	0.00	0.00	154646	4410	517	517	389	375	299	290	1342	1324	35.9	5.88	-100.00	-1	-1	56	0	0	0	0	0
MO_207.bin.13	root (UID1)	5656	56	24	4.17	0.00	0.00	218013	5111	676	676	393	386	322	314	1748	1731	34.7	3.70	-100.00	-1	-1	55	1	0	0	0	0
MO_207.bin.14	o__Actinomycetales (UID1663)	488	310	185	59.79	1.08	0.00	770889	10506	2307	2307	419	412	334	329	4941	4846	33.1	6.00	-100.00	-1	-1	138	170	2	0	0	0
MO_207.bin.15	p__Cyanobacteria (UID2192)	79	584	458	97.71	2.62	7.69	1989420	101520	6499	6499	419	400	306	290	4221	3759	37.0	6.47	-100.00	-1	-1	13	558	13	0	0	0
MO_207.bin.16	k__Bacteria (UID203)	5449	104	58	6.90	0.00	0.00	71275	1763	261	261	309	304	273	266	1152	1124	34.5	0.00	-100.00	-1	-1	100	4	0	0	0	0
MO_207.bin.17	k__Bacteria (UID203)	5449	103	58	3.45	0.00	0.00	222208	10029	916	916	353	338	242	231	1684	1598	36.3	8.11	-100.00	-1	-1	96	7	0	0	0	0
MO_207.bin.18	k__Bacteria (UID203)	5449	104	58	16.09	0.00	0.00	421704	10069	1416	1416	388	380	297	290	3679	3516	34.6	6.53	-100.00	-1	-1	93	11	0	0	0	0
MO_207.bin.19	k__Bacteria (UID203)	5449	103	58	16.38	0.00	0.00	257834	12104	935	935	382	364	275	262	2147	2046	35.0	3.73	-100.00	-1	-1	87	16	0	0	0	0
MO_207.bin.2	c__Deltaproteobacteria (UID3216)	83	247	155	9.85	0.00	0.00	122517	3691	431	431	388	374	284	275	1393	1335	36.5	5.97	-100.00	-1	-1	212	35	0	0	0	0
MO_207.bin.20	k__Bacteria (UID203)	5449	103	57	12.52	0.00	0.00	301450	5968	885	885	447	435	340	333	1712	1684	36.2	5.32	-100.00	-1	-1	84	19	0	0	0	0
MO_207.bin.21	k__Bacteria (UID203)	5449	104	58	20.69	0.00	0.00	243102	11721	798	798	385	364	304	289	2661	2465	38.2	4.98	-100.00	-1	-1	91	13	0	0	0	0
MO_207.bin.22	p__Cyanobacteria (UID2192)	79	584	458	22.79	0.00	0.00	342497	17461	1256	1256	389	364	272	258	1853	1745	36.1	5.09	-100.00	-1	-1	451	133	0	0	0	0
MO_207.bin.23	k__Bacteria (UID203)	5449	104	58	20.69	0.00	0.00	489821	10711	1658	1658	368	360	295	288	1616	1575	35.6	3.02	-100.00	-1	-1	90	14	0	0	0	0
MO_207.bin.24	c__Deltaproteobacteria (UID3216)	83	247	155	74.85	0.22	0.00	866054	33530	2881	2881	382	368	300	288	2065	1985	37.4	4.66	-100.00	-1	-1	67	179	1	0	0	0
MO_207.bin.25	f__Rhodobacteraceae (UID3356)	67	617	330	59.76	0.61	66.67	648802	15801	2266	2266	350	342	286	279	2469	2354	34.6	4.20	-100.00	-1	-1	246	368	3	0	0	0
MO_207.bin.26	p__Cyanobacteria (UID2192)	79	584	458	40.43	0.01	100.00	604165	27275	2259	2259	388	370	267	255	1834	1704	36.3	4.63	-100.00	-1	-1	312	271	1	0	0	0
MO_207.bin.3	k__Bacteria (UID203)	5449	104	58	0.78	0.31	0.00	91672	5107	446	446	290	267	205	194	1550	1447	41.2	5.74	-100.00	-1	-1	99	3	2	0	0	0
MO_207.bin.4	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	264818	7974	842	842	396	384	314	305	1854	1814	35.6	5.01	-100.00	-1	-1	101	3	0	0	0	0
MO_207.bin.5	k__Bacteria (UID203)	5449	104	58	12.30	0.00	0.00	204735	5736	707	707	369	360	289	281	1454	1418	35.4	2.78	-100.00	-1	-1	89	15	0	0	0	0
MO_207.bin.6	k__Bacteria (UID203)	5449	104	58	80.02	6.11	80.00	977775	23141	3110	3110	389	380	314	306	5648	5271	34.7	6.00	-100.00	-1	-1	13	71	20	0	0	0
MO_207.bin.7	k__Bacteria (UID203)	5449	104	58	19.59	0.00	0.00	150280	5458	537	537	340	327	279	269	1497	1425	36.2	3.77	-100.00	-1	-1	88	16	0	0	0	0
MO_207.bin.8	k__Bacteria (UID203)	5449	104	58	0.94	0.47	0.00	70864	3328	318	318	287	273	222	212	1595	1501	41.1	2.37	-100.00	-1	-1	98	3	3	0	0	0
MO_207.bin.9	c__Deltaproteobacteria (UID3216)	83	247	155	72.69	0.65	0.00	1081428	39564	3633	3633	388	375	297	286	2037	1963	37.4	5.56	-100.00	-1	-1	55	191	1	0	0	0
MO_226.bin.1	o__Rhizobiales (UID3447)	356	413	248	90.12	1.13	16.67	888068	24489	2991	2991	385	375	296	288	1833	1755	35.2	8.24	-100.00	-1	-1	27	380	6	0	0	0
MO_226.bin.10	k__Bacteria (UID203)	5449	104	58	0.16	0.00	0.00	63667	1121	186	186	437	432	342	336	1872	1819	33.1	4.16	-100.00	-1	-1	103	1	0	0	0	0
MO_226.bin.11	f__Rhodobacteraceae (UID3356)	67	617	330	62.36	0.30	0.00	665013	16044	2358	2358	342	334	282	275	1610	1553	34.9	7.91	-100.00	-1	-1	218	397	2	0	0	0
MO_226.bin.12	c__Alphaproteobacteria (UID3305)	564	349	230	5.92	0.00	0.00	62706	1434	229	229	328	318	273	267	1257	1218	36.7	0.00	-100.00	-1	-1	315	34	0	0	0	0
MO_226.bin.13	p__Cyanobacteria (UID2192)	79	584	458	96.07	3.53	4.76	2621818	122328	9347	9347	393	375	280	267	5142	4866	36.0	6.18	-100.00	-1	-1	20	547	15	2	0	0
MO_226.bin.14	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	85615	2255	322	322	329	319	265	258	1048	1024	34.5	0.00	-100.00	-1	-1	96	8	0	0	0	0
MO_226.bin.15	k__Bacteria (UID1453)	901	171	117	30.04	1.71	0.00	776438	15269	2567	2567	382	374	302	296	2246	2204	33.6	5.81	-100.00	-1	-1	107	62	2	0	0	0
MO_226.bin.16	k__Bacteria (UID203)	5449	103	58	1.72	0.00	0.00	138385	6249	600	600	338	317	230	220	1684	1596	36.0	4.16	-100.00	-1	-1	102	1	0	0	0	0
MO_226.bin.17	k__Bacteria (UID203)	5449	104	58	6.03	0.00	0.00	142056	3013	489	489	367	356	290	284	1627	1576	33.5	9.15	-100.00	-1	-1	96	8	0	0	0	0
MO_226.bin.18	root (UID1)	5656	56	24	0.00	0.00	0.00	88615	1741	272	272	428	416	325	319	1207	1191	36.1	1.71	-100.00	-1	-1	56	0	0	0	0	0
MO_226.bin.19	p__Cyanobacteria (UID2189)	82	579	450	71.80	0.63	0.00	1132021	55480	3814	3814	401	382	296	282	2339	2209	37.1	5.15	-100.00	-1	-1	156	419	4	0	0	0
MO_226.bin.2	k__Bacteria (UID203)	5449	104	58	17.82	0.00	0.00	159477	4254	565	565	354	345	282	274	1162	1128	35.1	10.13	-100.00	-1	-1	91	13	0	0	0	0
MO_226.bin.3	root (UID1)	5656	56	24	8.33	0.00	0.00	101992	2596	354	354	357	348	288	280	1042	1023	35.0	0.00	-100.00	-1	-1	54	2	0	0	0	0
MO_226.bin.4	f__Rhodobacteraceae (UID3361)	46	654	332	8.48	0.00	0.00	124670	3475	442	442	343	333	282	274	1152	1122	35.7	10.90	-100.00	-1	-1	593	61	0	0	0	0
MO_226.bin.5	root (UID1)	5656	56	24	8.33	0.00	0.00	91111	2367	314	314	346	338	290	282	1475	1424	35.1	6.53	-100.00	-1	-1	54	2	0	0	0	0
MO_226.bin.6	k__Bacteria (UID1453)	901	171	117	66.35	7.58	0.00	1071046	21432	3441	3441	388	379	311	305	2938	2836	34.4	4.70	-100.00	-1	-1	57	101	12	1	0	0
MO_226.bin.7	k__Bacteria (UID1453)	901	171	117	19.49	0.14	0.00	279873	5614	972	972	361	354	287	282	1916	1863	34.9	6.09	-100.00	-1	-1	127	43	1	0	0	0
MO_226.bin.8	p__Cyanobacteria (UID2192)	79	584	458	52.75	0.95	20.00	948205	43365	3594	3594	386	369	263	251	1834	1702	36.3	4.69	-100.00	-1	-1	252	327	5	0	0	0
MO_226.bin.9	k__Bacteria (UID203)	5449	103	58	12.23	0.00	0.00	163312	7677	608	608	394	377	268	255	1401	1354	36.2	6.63	-100.00	-1	-1	83	20	0	0	0	0
MO_231.bin.1	p__Cyanobacteria (UID2192)	79	584	458	78.49	0.95	0.00	1841670	96605	6304	6304	434	411	292	276	5062	4765	38.0	5.61	-100.00	-1	-1	112	467	5	0	0	0
MO_231.bin.2	k__Bacteria (UID203)	5449	102	56	9.90	0.00	0.00	86375	2356	286	286	385	378	302	293	1345	1324	36.0	5.54	-100.00	-1	-1	89	13	0	0	0	0
MO_231.bin.3	k__Bacteria (UID203)	5449	104	58	45.89	22.21	0.00	10265957	471916	72621	72653	175	167	141	134	3038	2910	40.6	9.89	-100.00	-1	-1	49	29	14	10	2	0
MO_231.bin.4	k__Bacteria (UID203)	5449	104	58	14.81	0.00	0.00	171700	4019	621	621	349	337	276	270	1478	1379	35.7	5.54	-100.00	-1	-1	83	21	0	0	0	0
MO_231.bin.5	k__Bacteria (UID203)	5449	102	56	13.93	0.00	0.00	345077	13071	1052	1052	419	403	328	315	1492	1444	38.6	4.77	-100.00	-1	-1	89	13	0	0	0	0
MO_231.bin.6	c__Deltaproteobacteria (UID3216)	83	247	155	10.23	0.00	0.00	118285	4290	438	438	332	321	270	260	1172	1126	38.0	4.68	-100.00	-1	-1	221	26	0	0	0	0
MO_231.bin.7	root (UID1)	5656	56	24	0.00	0.00	0.00	71377	2285	244	244	376	366	292	283	1622	1570	35.3	6.33	-100.00	-1	-1	56	0	0	0	0	0
MO_234.bin.1	p__Cyanobacteria (UID2192)	79	584	458	78.17	1.71	55.56	1460970	68980	5106	5107	404	384	286	272	3878	3748	36.6	6.24	-100.00	-1	-1	120	455	9	0	0	0
MO_234.bin.10	k__Archaea (UID2)	207	149	107	13.77	0.93	0.00	3241711	95471	27373	27377	144	140	118	114	4633	4464	45.9	12.82	-100.00	-1	-1	127	21	1	0	0	0
MO_234.bin.11	k__Bacteria (UID203)	5449	104	58	4.23	0.00	0.00	149814	5661	545	545	343	329	274	264	951	906	36.5	0.00	-100.00	-1	-1	97	7	0	0	0	0
MO_234.bin.12	k__Bacteria (UID203)	5449	104	58	15.52	0.00	0.00	196139	7438	695	695	361	344	282	271	1212	1167	36.5	2.98	-100.00	-1	-1	93	11	0	0	0	0
MO_234.bin.13	k__Bacteria (UID203)	5449	104	58	10.08	0.00	0.00	102152	6312	315	315	417	397	324	304	1971	1836	36.6	3.65	-100.00	-1	-1	89	15	0	0	0	0
MO_234.bin.14	p__Cyanobacteria (UID2192)	79	584	458	6.86	0.00	0.00	141149	5311	550	550	367	354	256	246	1932	1844	36.9	5.02	-100.00	-1	-1	530	54	0	0	0	0
MO_234.bin.15	c__Gammaproteobacteria (UID4443)	356	451	270	29.69	0.00	0.00	328596	10352	1110	1110	379	368	296	286	2246	2118	36.8	5.40	-100.00	-1	-1	297	154	0	0	0	0
MO_234.bin.2	root (UID1)	5656	56	24	0.00	0.00	0.00	132128	6124	557	557	330	317	237	226	1604	1491	37.3	6.62	-100.00	-1	-1	56	0	0	0	0	0
MO_234.bin.3	root (UID1)	5656	56	24	0.00	0.00	0.00	92220	4348	344	344	382	364	268	255	1401	1348	37.4	3.86	-100.00	-1	-1	56	0	0	0	0	0
MO_234.bin.4	p__Cyanobacteria (UID2192)	79	584	458	16.20	0.00	0.00	269302	13560	982	982	389	369	274	260	2557	2422	37.7	7.80	-100.00	-1	-1	473	111	0	0	0	0
MO_234.bin.5	k__Archaea (UID2)	207	149	107	40.53	8.70	4.76	3567739	105829	22159	22167	203	197	161	156	3128	3034	42.2	8.67	-100.00	-1	-1	83	53	9	4	0	0
MO_234.bin.6	c__Gammaproteobacteria (UID4267)	119	544	284	65.83	0.35	0.00	453096	18697	1529	1529	362	348	296	284	2802	2602	35.8	6.76	-100.00	-1	-1	176	367	1	0	0	0
MO_234.bin.7	p__Cyanobacteria (UID2192)	79	584	458	20.74	0.00	0.00	343370	15973	1269	1269	386	366	270	257	1862	1713	36.4	5.06	-100.00	-1	-1	459	125	0	0	0	0
MO_234.bin.8	k__Bacteria (UID203)	5449	104	58	31.90	0.00	0.00	443845	20955	1366	1366	445	425	324	309	2665	2454	39.1	5.43	-100.00	-1	-1	81	23	0	0	0	0
MO_234.bin.9	root (UID1)	5656	56	24	0.00	0.00	0.00	79538	3688	311	311	371	354	255	243	1684	1598	37.8	4.38	-100.00	-1	-1	56	0	0	0	0	0
MO_236.bin.1	c__Alphaproteobacteria (UID3305)	564	349	230	41.95	0.87	0.00	698138	15478	2430	2430	353	345	287	280	1670	1625	35.7	5.27	-100.00	-1	-1	209	137	3	0	0	0
MO_236.bin.10	k__Bacteria (UID203)	5449	103	58	3.45	0.00	0.00	82835	3871	313	313	397	380	264	252	1320	1260	35.9	6.85	-100.00	-1	-1	100	3	0	0	0	0
MO_236.bin.11	p__Cyanobacteria (UID2189)	82	579	450	68.15	0.11	0.00	1076613	52946	3660	3660	400	381	294	279	1973	1823	37.0	5.69	-100.00	-1	-1	182	396	1	0	0	0
MO_236.bin.12	k__Bacteria (UID203)	5449	104	58	14.73	0.00	0.00	202050	4833	728	728	344	336	277	270	1610	1553	34.7	12.62	-100.00	-1	-1	87	17	0	0	0	0
MO_236.bin.13	c__Deltaproteobacteria (UID3216)	83	247	155	39.55	0.22	0.00	527377	20430	1783	1783	377	362	295	284	1737	1680	37.0	5.03	-100.00	-1	-1	142	104	1	0	0	0
MO_236.bin.14	c__Deltaproteobacteria (UID3216)	83	247	155	13.27	0.65	0.00	206563	8023	663	663	417	403	311	299	1540	1484	38.6	6.22	-100.00	-1	-1	197	49	1	0	0	0
MO_236.bin.15	c__Gammaproteobacteria (UID4267)	119	544	284	13.21	0.00	0.00	133551	3218	437	437	394	383	305	298	1477	1458	35.8	5.03	-100.00	-1	-1	475	69	0	0	0	0
MO_236.bin.16	root (UID1)	5656	56	24	0.00	0.00	0.00	77381	3379	376	376	296	287	205	196	1401	1354	36.9	9.07	-100.00	-1	-1	56	0	0	0	0	0
MO_236.bin.2	root (UID1)	5656	56	24	0.00	0.00	0.00	73364	2110	246	246	405	393	298	289	1075	1042	35.5	3.59	-100.00	-1	-1	56	0	0	0	0	0
MO_236.bin.3	k__Bacteria (UID1453)	901	171	117	13.85	0.00	0.00	178555	3867	557	557	407	399	320	313	2275	2210	34.6	4.10	-100.00	-1	-1	140	31	0	0	0	0
MO_236.bin.4	c__Deltaproteobacteria (UID3216)	83	247	155	83.87	0.16	0.00	1188437	43561	3948	3948	388	375	301	289	2410	2297	37.5	5.42	-100.00	-1	-1	29	217	1	0	0	0
MO_236.bin.5	c__Deltaproteobacteria (UID3216)	83	247	155	34.17	1.94	66.67	445222	12867	1477	1477	388	378	301	292	2758	2650	35.8	5.68	-100.00	-1	-1	148	96	3	0	0	0
MO_236.bin.6	k__Bacteria (UID203)	5449	104	58	1.72	0.00	0.00	90174	3640	300	300	367	347	300	288	1651	1592	35.2	4.44	-100.00	-1	-1	103	1	0	0	0	0
MO_236.bin.7	p__Cyanobacteria (UID2192)	79	584	458	68.14	3.51	42.86	1439604	73356	4983	4983	407	385	288	274	2460	2302	36.7	6.16	-100.00	-1	-1	184	379	21	0	0	0
MO_236.bin.8	p__Cyanobacteria (UID2192)	79	584	458	45.30	0.44	0.00	873938	39926	3282	3282	390	374	266	254	1839	1672	36.3	4.77	-100.00	-1	-1	294	288	2	0	0	0
MO_236.bin.9	p__Cyanobacteria (UID2192)	79	584	458	3.80	0.00	0.00	148137	5764	545	545	390	375	271	261	1920	1832	36.0	3.59	-100.00	-1	-1	541	43	0	0	0	0
